BuildingType,Latitude,NumberofBuildings,GHGEmissionsIntensity,TotalGHGEmissions,PropertyGFATotal,PrimaryPropertyType,YearBuilt,Neighborhood,Longitude,NumberofFloors,LargestPropertyUseType,ENERGYSTARScore
NonResidential,47.56664,1,1.19,67.29,56572,Retail Store,1973,GREATER DUWAMISH,-122.32346,1,Retail Store,66
NonResidential,47.56671,1,2.46,51.27,20819,Other,1974,GREATER DUWAMISH,-122.32446,1,Manufacturing/Industrial Plant,75
NonResidential,47.56676,1,0.59,42.74,72719,Distribution Center,1953,DELRIDGE,-122.35247,1,Distribution Center,28
NonResidential,47.5668,1,1.72,40.01,23296,Warehouse,1967,GREATER DUWAMISH,-122.32499,1,Non-Refrigerated Warehouse,75
NonResidential,47.5668,1,2.31,59,25520,Refrigerated Warehouse,1957,GREATER DUWAMISH,-122.32149,1,Refrigerated Warehouse,100
NonResidential,47.56683,1,1,22.33,22324,Warehouse,1941,GREATER DUWAMISH,-122.33358,2,Non-Refrigerated Warehouse,53
NonResidential,47.5671,1,1.68,93.23,55593,Small- and Mid-Sized Office,1960,DELRIDGE,-122.36416,3,Office,55
NonResidential,47.56733,1,0.13,24.12,179413,Warehouse,1946,GREATER DUWAMISH,-122.3352,1,Non-Refrigerated Warehouse,57
NonResidential,47.56758,1,0.71,17.29,24354,Distribution Center,1966,GREATER DUWAMISH,-122.32638,1,Distribution Center,10
NonResidential,47.56774,1,1.63,58.79,36000,Other,1950,GREATER DUWAMISH,-122.33289,1,Other,75
NonResidential,47.5678,1,1.1,39.05,35579,Distribution Center,1998,GREATER DUWAMISH,-122.33622,1,Distribution Center,72
NonResidential,47.56785,1,0.28,18.81,66610,Self-Storage Facility,1994,DELRIDGE,-122.37039,3,Self-Storage Facility,75
NonResidential,47.56785,1,1.31,74.31,56608,Other,1940,GREATER DUWAMISH,-122.33361,1,Other,75
NonResidential,47.56787,1,0.42,58.43,138106,Large Office,1991,DELRIDGE,-122.36419,5,Office,41
NonResidential,47.56797,1,4.51,310.19,68763,Other,2001,DELRIDGE,-122.36711,3,Other - Recreation,75
NonResidential,47.56823,1,0.46,15.35,33600,Distribution Center,1959,GREATER DUWAMISH,-122.32506,1,Distribution Center,58
NonResidential,47.56845,1,0.96,95.93,100386,Warehouse,1963,GREATER DUWAMISH,-122.32732,1,Non-Refrigerated Warehouse,75
NonResidential,47.56874,1,1.51,152.71,101101,Distribution Center,1949,GREATER DUWAMISH,-122.33303,1,Distribution Center,1
NonResidential,47.56877,1,0.32,21.24,66484,Small- and Mid-Sized Office,1988,DELRIDGE,-122.36369,2,Office,69
NonResidential,47.56885,1,0.23,22.44,98475,Warehouse,1997,SOUTHWEST,-122.37121,4,Non-Refrigerated Warehouse,83
NonResidential,47.56895,1,0.72,45.47,63225,Supermarket / Grocery Store,2008,GREATER DUWAMISH,-122.33775,1,Supermarket/Grocery Store,100
NonResidential,47.56897,1,0.28,10.75,38005,Warehouse,1961,GREATER DUWAMISH,-122.33617,1,Non-Refrigerated Warehouse,75
NonResidential,47.56961,3,5.2,530.62,102133,Other,1994,SOUTHEAST,-122.28881,1,Strip Mall,75
NonResidential,47.56979,1,0.04,0.82,20047,Other,1963,SOUTHEAST,-122.29234,2,Other - Services,75
NonResidential,47.56982,1,1.94,46.64,24000,Warehouse,1951,GREATER DUWAMISH,-122.33479,1,Non-Refrigerated Warehouse,75
NonResidential,47.56999,1,0.58,23.6,40657,Small- and Mid-Sized Office,1997,GREATER DUWAMISH,-122.34703,2,Office,57
NonResidential,47.5701,1,1.27,204.81,161678,Distribution Center,1968,GREATER DUWAMISH,-122.33342,1,Distribution Center,25
NonResidential,47.57013,1,1.68,38.87,23143,Small- and Mid-Sized Office,1983,GREATER DUWAMISH,-122.3244,1,Office,75
NonResidential,47.57019,1,1.15,40.42,35222,Mixed Use Property,1954,GREATER DUWAMISH,-122.32352,1,Non-Refrigerated Warehouse,75
NonResidential,47.57023,1,0.61,32.02,52613,Distribution Center,1980,GREATER DUWAMISH,-122.33241,1,Distribution Center,80
NonResidential,47.57044,1,1.95,42.66,21900,Retail Store,1954,GREATER DUWAMISH,-122.33475,2,Retail Store,40
NonResidential,47.57054,1,0.1,9.91,101580,Self-Storage Facility,2014,SOUTHEAST,-122.29139,4,Self-Storage Facility,75
NonResidential,47.57055,1,2.12,155.74,73335,Distribution Center,1961,GREATER DUWAMISH,-122.3267,1,Distribution Center,75
NonResidential,47.57058,1,1.37,38.39,28109,Other,1966,DELRIDGE,-122.35626,2,Other,75
NonResidential,47.57075,1,2.09,60.12,28800,Small- and Mid-Sized Office,1962,GREATER DUWAMISH,-122.32724,1,Office,73
NonResidential,47.57096,1,0.5,49.25,99084,Warehouse,1926,GREATER DUWAMISH,-122.3355,1,Non-Refrigerated Warehouse,83
NonResidential,47.57177,1,1.22,43.64,35864,Worship Facility,1948,SOUTHWEST,-122.38716,2,Worship Facility,75
NonResidential,47.57188,1,0.3,23.15,78374,Senior Care Community,1981,SOUTHEAST,-122.29531,3,Senior Care Community,98
NonResidential,47.57199,1,0.23,9.25,39600,Warehouse,1952,GREATER DUWAMISH,-122.32811,1,Non-Refrigerated Warehouse,91
NonResidential,47.57217,1,1.53,42.73,27933,Other,1960,GREATER DUWAMISH,-122.32421,1,Other,75
NonResidential,47.57227,1,0.1,1.6,16300,Distribution Center,1952,GREATER DUWAMISH,-122.33843,1,Distribution Center,100
NonResidential,47.5725,1,0.02,4.2,170632,Warehouse,1966,DELRIDGE,-122.3571,1,Non-Refrigerated Warehouse,98
NonResidential,47.57254,1,0.8,17.51,21755,Warehouse,1978,GREATER DUWAMISH,-122.32549,1,Non-Refrigerated Warehouse,75
NonResidential,47.57256,1,0.7,33.23,47560,Mixed Use Property,1990,SOUTHEAST,-122.29265,2,Distribution Center,80
NonResidential,47.57258,1,0.21,7.74,36040,Distribution Center,1954,GREATER DUWAMISH,-122.33059,1,Distribution Center,75
NonResidential,47.57269,1,0.2,7.05,35176,Mixed Use Property,2004,SOUTHWEST,-122.37056,5,Office,75
NonResidential,47.57279,1,0.11,2.25,20200,Warehouse,1900,GREATER DUWAMISH,-122.35066,1,Non-Refrigerated Warehouse,75
NonResidential,47.57294,1,0.07,2.82,39600,Warehouse,1952,GREATER DUWAMISH,-122.32811,1,Non-Refrigerated Warehouse,85
NonResidential,47.57296,1,0.34,13.67,40304,Medical Office,1984,SOUTHWEST,-122.38643,3,Medical Office,5
NonResidential,47.57298,1,0.54,27.75,51050,Warehouse,1941,GREATER DUWAMISH,-122.33644,1,Non-Refrigerated Warehouse,10
NonResidential,47.57311,1,0.09,13.07,152365,Warehouse,1965,SOUTHWEST,-122.3601,1,Non-Refrigerated Warehouse,88
NonResidential,47.57339,1,0.29,9.67,33462,Warehouse,1964,GREATER DUWAMISH,-122.33735,1,Non-Refrigerated Warehouse,1
NonResidential,47.5735,1,3.31,537.03,162157,Large Office,2005,GREATER DUWAMISH,-122.32239,4,Office,75
NonResidential,47.57382,1,0.03,1.67,49950,Distribution Center,1975,GREATER DUWAMISH,-122.32672,1,Distribution Center,77
NonResidential,47.57383,1,0.8,33.37,41790,Other,1969,GREATER DUWAMISH,-122.33046,2,Social/Meeting Hall,75
NonResidential,47.57384,1,1.14,25.24,22128,Worship Facility,1926,SOUTHWEST,-122.41182,2,Worship Facility,94
NonResidential,47.57403,1,0.19,3.89,20000,Retail Store,1914,GREATER DUWAMISH,-122.3336,1,Retail Store,75
NonResidential,47.5741,1,0.05,1.73,32400,Warehouse,1955,GREATER DUWAMISH,-122.32541,2,Non-Refrigerated Warehouse,91
NonResidential,47.57459,1,0.31,6.46,20975,Other,1937,GREATER DUWAMISH,-122.3339,1,Other - Entertainment/Public Assembly,75
NonResidential,47.5746,1,0.93,38.57,41308,Distribution Center,1952,GREATER DUWAMISH,-122.32637,1,Distribution Center,7
NonResidential,47.57466,1,1.63,78.57,48280,Warehouse,1968,GREATER DUWAMISH,-122.33089,1,Non-Refrigerated Warehouse,18
NonResidential,47.57506,1,1.27,44.68,35310,Mixed Use Property,1952,GREATER DUWAMISH,-122.33862,1,Other,75
NonResidential,47.57507,1,0.21,16.81,79600,Warehouse,1916,GREATER DUWAMISH,-122.35747,4,Non-Refrigerated Warehouse,34
NonResidential,47.57507,2,4.06,112.82,27760,Other,1916,GREATER DUWAMISH,-122.33349,1,Other,75
NonResidential,47.57513,1,0.06,4.22,65288,Warehouse,1917,GREATER DUWAMISH,-122.33739,1,Non-Refrigerated Warehouse,75
NonResidential,47.57529,1,0.57,14.99,26310,Small- and Mid-Sized Office,1923,GREATER DUWAMISH,-122.33475,1,Office,96
NonResidential,47.57587,1,1.27,46.16,36400,Other,2009,GREATER DUWAMISH,-122.32789,1,Other,75
NonResidential,47.57595,1,1.01,39.25,39036,Small- and Mid-Sized Office,1937,GREATER DUWAMISH,-122.33624,2,Office,75
NonResidential,47.57613,1,0.96,111.23,115668,Warehouse,1952,GREATER DUWAMISH,-122.33864,2,Non-Refrigerated Warehouse,75
NonResidential,47.57619,1,0.67,17.6,26075,Other,1918,GREATER DUWAMISH,-122.3339,1,Other,75
NonResidential,47.57639,1,0.62,98.54,158931,Large Office,2007,GREATER DUWAMISH,-122.32072,1,Office,12
NonResidential,47.57658,1,0.8,74.18,92792,Distribution Center,1962,GREATER DUWAMISH,-122.33054,2,Distribution Center,56
NonResidential,47.57667,1,1.71,40.94,24000,Retail Store,1951,GREATER DUWAMISH,-122.32542,2,Retail Store,75
NonResidential,47.57747,1,0.4,16.5,41248,Distribution Center,1937,GREATER DUWAMISH,-122.32844,1,Distribution Center,37
NonResidential,47.57798,1,0.15,3.65,23750,Warehouse,1970,GREATER DUWAMISH,-122.32783,1,Non-Refrigerated Warehouse,75
NonResidential,47.57832,1,0.09,3.72,43390,Warehouse,1970,GREATER DUWAMISH,-122.32649,1,Non-Refrigerated Warehouse,87
NonResidential,47.57833,1,0.15,3.45,22972,Warehouse,1945,GREATER DUWAMISH,-122.32563,1,Non-Refrigerated Warehouse,12
NonResidential,47.57842,1,0.93,100.42,107930,Retail Store,1993,GREATER DUWAMISH,-122.33558,1,Retail Store,57
NonResidential,47.57881,1,0.89,26.27,29394,Warehouse,1992,GREATER DUWAMISH,-122.33273,1,Non-Refrigerated Warehouse,60
NonResidential,47.57893,1,0.31,6.3,20460,Small- and Mid-Sized Office,1926,GREATER DUWAMISH,-122.33374,1,Office,16
NonResidential,47.57894,1,6.01,129.89,21603,Supermarket / Grocery Store,1965,GREATER DUWAMISH,-122.31287,1,Supermarket/Grocery Store,16
NonResidential,47.57895,1,1.99,40.85,20520,Warehouse,1966,GREATER DUWAMISH,-122.32551,1,Non-Refrigerated Warehouse,20
NonResidential,47.57903,1,3.85,195.43,50785,Supermarket / Grocery Store,1963,GREATER DUWAMISH,-122.29982,1,Supermarket/Grocery Store,57
NonResidential,47.5793,1,1.37,33.1,24109,Other,1960,GREATER DUWAMISH,-122.32226,1,Manufacturing/Industrial Plant,75
NonResidential,47.57934,1,0.35,8.7,24990,Warehouse,1953,GREATER DUWAMISH,-122.32501,1,Non-Refrigerated Warehouse,80
NonResidential,47.57936,1,0.16,5.09,31365,Other,1972,GREATER DUWAMISH,-122.32322,1,Other,75
NonResidential,47.57936,1,0.56,162.45,291940,Retail Store,1980,SOUTHEAST,-122.29744,2,Retail Store,80
NonResidential,47.5794,1,0.85,48.5,56876,Distribution Center,1928,GREATER DUWAMISH,-122.32848,2,Distribution Center,75
NonResidential,47.57941,1,0.6,12.17,20400,Warehouse,1926,GREATER DUWAMISH,-122.3336,2,Non-Refrigerated Warehouse,69
NonResidential,47.57941,1,1.73,132.6,76442,Other,1953,GREATER DUWAMISH,-122.33131,2,Other,75
NonResidential,47.57959,1,0.8,25.77,32100,Other,1910,GREATER DUWAMISH,-122.32557,1,Other,75
NonResidential,47.57984,1,5.24,352.77,67263,Supermarket / Grocery Store,2011,SOUTHWEST,-122.38577,1,Supermarket/Grocery Store,78
NonResidential,47.58032,1,4.02,83.3,20724,Warehouse,1950,GREATER DUWAMISH,-122.32083,1,Non-Refrigerated Warehouse,75
NonResidential,47.58034,1,1.6,83.86,52554,Small- and Mid-Sized Office,1900,GREATER DUWAMISH,-122.31132,2,Office,83
NonResidential,47.58042,1,0.77,75.29,98220,Warehouse,1951,GREATER DUWAMISH,-122.32552,3,Non-Refrigerated Warehouse,12
NonResidential,47.58065,1,0.66,14.36,21600,Warehouse,1927,GREATER DUWAMISH,-122.33356,1,Non-Refrigerated Warehouse,57
NonResidential,47.58069,3,1.29,66.77,51664,Warehouse,1988,GREATER DUWAMISH,-122.3325,1,Non-Refrigerated Warehouse,75
NonResidential,47.58082,1,0.08,2.91,38630,Warehouse,1936,GREATER DUWAMISH,-122.32031,1,Non-Refrigerated Warehouse,33
NonResidential,47.58096,1,0.24,19.86,84420,Distribution Center,1970,GREATER DUWAMISH,-122.32313,1,Distribution Center,55
NonResidential,47.58118,1,1.12,28.37,25375,Refrigerated Warehouse,1955,GREATER DUWAMISH,-122.32211,1,Refrigerated Warehouse,75
NonResidential,47.58168,1,0.06,1.46,25821,Self-Storage Facility,1925,GREATER DUWAMISH,-122.33369,2,Self-Storage Facility,75
NonResidential,47.58181,1,0.59,810.7,1380959,Large Office,1912,GREATER DUWAMISH,-122.33534,6,Office,79
NonResidential,47.58217,1,0.34,7.49,21870,Refrigerated Warehouse,1955,GREATER DUWAMISH,-122.33263,2,Refrigerated Warehouse,45
NonResidential,47.58217,1,12.69,404.21,31841,Supermarket / Grocery Store,1997,SOUTHWEST,-122.38479,1,Supermarket/Grocery Store,75
NonResidential,47.5822,1,0.8,17.04,21349,Distribution Center,1947,GREATER DUWAMISH,-122.321,1,Distribution Center,70
NonResidential,47.5823,1,1.72,37.83,21947,Mixed Use Property,2004,GREATER DUWAMISH,-122.32937,3,Other,75
NonResidential,47.58238,1,0.26,9.29,35400,Warehouse,1959,GREATER DUWAMISH,-122.32719,1,Non-Refrigerated Warehouse,84
NonResidential,47.58241,1,2.92,178.62,61200,Warehouse,1931,GREATER DUWAMISH,-122.32866,2,Non-Refrigerated Warehouse,16
NonResidential,47.58251,1,1.36,89.94,66133,Other,1985,GREATER DUWAMISH,-122.32528,1,Other,75
NonResidential,47.58252,1,0.11,4.48,41550,Refrigerated Warehouse,1951,GREATER DUWAMISH,-122.32193,1,Refrigerated Warehouse,94
NonResidential,47.58252,1,0.78,47.25,60592,Small- and Mid-Sized Office,1930,GREATER DUWAMISH,-122.33465,3,Office,16
NonResidential,47.58318,1,0.48,25.15,52110,Warehouse,1900,GREATER DUWAMISH,-122.3347,2,Non-Refrigerated Warehouse,34
NonResidential,47.58336,1,0.27,12.55,45842,Warehouse,1960,GREATER DUWAMISH,-122.32525,1,Non-Refrigerated Warehouse,99
NonResidential,47.58361,1,0.24,30.5,129000,Large Office,1900,GREATER DUWAMISH,-122.33369,4,Office,80
NonResidential,47.58365,1,0.68,98.43,144050,Warehouse,1926,GREATER DUWAMISH,-122.33467,7,Non-Refrigerated Warehouse,26
NonResidential,47.58387,1,2.46,51.1,20796,Warehouse,1949,GREATER DUWAMISH,-122.32092,1,Non-Refrigerated Warehouse,75
NonResidential,47.58408,1,0.34,34.14,99433,Small- and Mid-Sized Office,2003,SOUTHEAST,-122.30125,3,Office,63
NonResidential,47.5842,1,0.61,43.17,71283,Warehouse,1916,GREATER DUWAMISH,-122.32826,3,Non-Refrigerated Warehouse,41
NonResidential,47.5843,1,0.28,16.13,56988,Other,2014,GREATER DUWAMISH,-122.32229,2,Automobile Dealership,75
NonResidential,47.58444,2,0.12,15.65,125519,Other,1941,GREATER DUWAMISH,-122.33282,2,Manufacturing/Industrial Plant,75
NonResidential,47.58452,1,0.06,1.6,27000,Mixed Use Property,1916,GREATER DUWAMISH,-122.3337,1,Other,75
NonResidential,47.58454,1,1,73.58,73296,Warehouse,1960,GREATER DUWAMISH,-122.3269,1,Non-Refrigerated Warehouse,83
NonResidential,47.58462,1,0.2,10.05,49052,Small- and Mid-Sized Office,1910,GREATER DUWAMISH,-122.3347,3,Office,96
NonResidential,47.58482,1,0.64,19.93,31000,Warehouse,1970,GREATER DUWAMISH,-122.30501,2,Non-Refrigerated Warehouse,75
NonResidential,47.58513,1,0.48,12.48,25920,Distribution Center,1969,GREATER DUWAMISH,-122.30645,1,Distribution Center,75
NonResidential,47.58517,1,0.29,8.22,28144,Distribution Center,1966,GREATER DUWAMISH,-122.32853,1,Distribution Center,19
NonResidential,47.58528,1,0.2,5.17,25480,Refrigerated Warehouse,1953,GREATER DUWAMISH,-122.30595,1,Refrigerated Warehouse,75
NonResidential,47.58528,1,0.67,19.82,29740,Small- and Mid-Sized Office,1961,GREATER DUWAMISH,-122.305,1,Office,57
NonResidential,47.58542,1,0.85,91.98,108036,Other,2015,GREATER DUWAMISH,-122.32185,2,Parking,75
NonResidential,47.58553,1,0.64,95.86,149881,Warehouse,1951,GREATER DUWAMISH,-122.32511,4,Non-Refrigerated Warehouse,97
NonResidential,47.58579,1,0.5,19.04,38075,Small- and Mid-Sized Office,2009,SOUTHEAST,-122.3034,3,Office,75
NonResidential,47.5859,1,1.61,63.06,39170,Small- and Mid-Sized Office,1970,SOUTHEAST,-122.29957,2,Office,81
NonResidential,47.58607,1,0.56,13.02,23236,Distribution Center,1954,GREATER DUWAMISH,-122.30445,1,Distribution Center,75
NonResidential,47.58654,1,16.38,334.15,20398,Restaurant,1902,SOUTHWEST,-122.37644,2,Restaurant,75
NonResidential,47.58661,1,0.84,19.88,23792,Warehouse,1989,GREATER DUWAMISH,-122.3281,1,Non-Refrigerated Warehouse,75
NonResidential,47.5867,1,0.33,8.49,25955,Warehouse,1928,GREATER DUWAMISH,-122.30519,2,Non-Refrigerated Warehouse,75
NonResidential,47.58671,1,0.84,19.28,22952,Worship Facility,1963,SOUTHEAST,-122.30201,2,Worship Facility,98
NonResidential,47.58685,1,0.06,7.08,110613,Distribution Center,1960,GREATER DUWAMISH,-122.32501,1,Distribution Center,95
NonResidential,47.58686,1,0.43,9.65,22580,Small- and Mid-Sized Office,1927,GREATER DUWAMISH,-122.33469,1,Office,90
NonResidential,47.58698,1,0.04,1.14,25880,Retail Store,1944,GREATER DUWAMISH,-122.32397,1,Retail Store,100
NonResidential,47.58716,1,1.39,157.48,112896,Large Office,1951,GREATER DUWAMISH,-122.32214,2,Office,66
NonResidential,47.58718,1,0.75,49.29,66138,Mixed Use Property,1921,GREATER DUWAMISH,-122.33467,3,Office,3
NonResidential,47.58754,1,0.23,5.82,25460,Other,1952,GREATER DUWAMISH,-122.3224,1,Other,75
NonResidential,47.58767,1,0.26,14.21,54863,Hospital,1961,SOUTHWEST,-122.38672,3,Hospital (General Medical & Surgical),100
NonResidential,47.58772,1,0.31,34.14,111908,Distribution Center,1987,GREATER DUWAMISH,-122.32686,1,Distribution Center,87
NonResidential,47.58781,1,0.21,16.48,78814,Warehouse,1954,GREATER DUWAMISH,-122.33264,1,Non-Refrigerated Warehouse,69
NonResidential,47.58787,1,0.84,17.45,20747,Other,1935,GREATER DUWAMISH,-122.33365,2,Other - Entertainment/Public Assembly,75
NonResidential,47.58801,1,0.54,23.5,43794,Retail Store,1975,GREATER DUWAMISH,-122.32944,1,Retail Store,88
NonResidential,47.58802,1,1.45,50.07,34425,Small- and Mid-Sized Office,1914,GREATER DUWAMISH,-122.32111,3,Office,84
NonResidential,47.58831,1,0.21,9.24,45000,K-12 School,2015,GREATER DUWAMISH,-122.3065,3,K-12 School,77
NonResidential,47.58872,1,0.13,42.2,333714,Large Office,2014,GREATER DUWAMISH,-122.33475,7,Office,75
NonResidential,47.58874,1,0.6,27.92,46183,Mixed Use Property,1931,GREATER DUWAMISH,-122.32662,1,Non-Refrigerated Warehouse,75
NonResidential,47.58895,1,0.15,7.27,47368,Small- and Mid-Sized Office,1979,GREATER DUWAMISH,-122.32833,2,Office,99
NonResidential,47.58903,1,0.68,27.83,40800,Warehouse,1928,GREATER DUWAMISH,-122.33361,2,Non-Refrigerated Warehouse,75
NonResidential,47.58924,1,1.56,445.62,286000,Mixed Use Property,2009,GREATER DUWAMISH,-122.33566,6,Parking,75
NonResidential,47.58958,1,0.49,30.35,62370,Small- and Mid-Sized Office,1907,GREATER DUWAMISH,-122.33369,6,Office,30
NonResidential,47.58995,1,0.59,92.07,157345,Large Office,2012,GREATER DUWAMISH,-122.33472,6,Office,63
NonResidential,47.58999,1,0.97,23.62,24430,Refrigerated Warehouse,1937,GREATER DUWAMISH,-122.33539,2,Refrigerated Warehouse,75
NonResidential,47.5908,3,2.65,168.5,63644,Other,1986,GREATER DUWAMISH,-122.32828,2,Other - Public Services,75
NonResidential,47.59081,1,2.34,96.62,41276,Warehouse,1938,GREATER DUWAMISH,-122.33487,2,Non-Refrigerated Warehouse,75
NonResidential,47.59085,1,1.06,1246.55,1172127,Other,1999,GREATER DUWAMISH,-122.33354,3,Other - Entertainment/Public Assembly,75
NonResidential,47.59202,1,2.8,180.76,64512,Small- and Mid-Sized Office,1914,GREATER DUWAMISH,-122.33486,2,Office,53
NonResidential,47.59269,1,2.31,388.37,168449,Hotel,2005,GREATER DUWAMISH,-122.33372,9,Hotel,64
NonResidential,47.59273,1,0.88,51.56,58492,Other,1939,GREATER DUWAMISH,-122.33455,2,Other,75
NonResidential,47.5928,1,0.81,247.35,304052,Mixed Use Property,1932,GREATER DUWAMISH,-122.31599,14,Office,66
NonResidential,47.59291,1,1.02,29.44,28800,Self-Storage Facility,1956,GREATER DUWAMISH,-122.31042,2,Self-Storage Facility,75
NonResidential,47.59294,1,0.34,18.03,52325,Warehouse,1937,GREATER DUWAMISH,-122.32555,1,Non-Refrigerated Warehouse,67
NonResidential,47.59322,1,0.47,9.71,20600,Other,1920,GREATER DUWAMISH,-122.32491,4,"Repair Services (Vehicle, Shoe, Locksmith, etc)",75
NonResidential,47.59334,1,0.56,31.58,56700,Mixed Use Property,1910,GREATER DUWAMISH,-122.32905,3,Office,37
NonResidential,47.59347,1,0.67,29.88,44775,Other,1909,GREATER DUWAMISH,-122.33369,4,Other,75
NonResidential,47.59363,1,0.13,7.37,56270,Distribution Center,1907,GREATER DUWAMISH,-122.33371,4,Distribution Center,75
NonResidential,47.59366,1,0.79,65.56,82852,Warehouse,1922,GREATER DUWAMISH,-122.32666,1,Non-Refrigerated Warehouse,83
NonResidential,47.59367,1,0.62,38.55,62220,Small- and Mid-Sized Office,1914,Central,-122.30957,2,Office,32
NonResidential,47.59388,1,1.38,90.24,65430,Small- and Mid-Sized Office,1970,GREATER DUWAMISH,-122.31124,1,Office,89
NonResidential,47.59394,1,0.26,13.51,51856,Other,2008,GREATER DUWAMISH,-122.32452,2,Automobile Dealership,75
NonResidential,47.59403,1,0.25,18.74,75600,Distribution Center,1910,GREATER DUWAMISH,-122.33367,6,Distribution Center,15
NonResidential,47.59416,1,0.21,7.8,37400,Warehouse,1922,GREATER DUWAMISH,-122.3267,1,Non-Refrigerated Warehouse,73
NonResidential,47.59439,3,0.23,25.37,108753,Mixed Use Property,1930,GREATER DUWAMISH,-122.32839,2,Non-Refrigerated Warehouse,75
NonResidential,47.59486,1,0.13,26.39,203504,Warehouse,2008,GREATER DUWAMISH,-122.32455,4,Non-Refrigerated Warehouse,72
NonResidential,47.59486,1,0.7,41.18,58970,Small- and Mid-Sized Office,1904,GREATER DUWAMISH,-122.33368,4,Office,75
NonResidential,47.59501,1,0.87,46.85,53840,Small- and Mid-Sized Office,1913,GREATER DUWAMISH,-122.32852,4,Office,71
