BuildingType,Latitude,NumberofBuildings,GHGEmissionsIntensity,TotalGHGEmissions,PropertyGFATotal,PrimaryPropertyType,YearBuilt,Neighborhood,Longitude,NumberofFloors,LargestPropertyUseType,ENERGYSTARScore
NonResidential,47.6342,1,1.15,43.21,37639,Small- and Mid-Sized Office,1998,LAKE UNION,-122.32661,3,Office,75
NonResidential,47.63429,1,5.17,792.6,153312,Senior Care Community,1963,EAST,-122.27652,16,Senior Care Community,51
NonResidential,47.63439,1,1.13,34.03,30109,Small- and Mid-Sized Office,1920,MAGNOLIA / QUEEN ANNE,-122.34078,3,Office,89
NonResidential,47.63441,1,0.18,5.07,28848,Small- and Mid-Sized Office,1982,EAST,-122.28061,3,Office,82
NonResidential,47.63442,1,2.61,146.34,56072,K-12 School,1911,EAST,-122.30793,3,K-12 School,76
NonResidential,47.63449,1,0.09,9.5,105061,Large Office,2013,MAGNOLIA / QUEEN ANNE,-122.37661,3,Office,100
NonResidential,47.63451,1,4.59,1156.45,251827,Mixed Use Property,2002,LAKE UNION,-122.32505,5,Parking,75
NonResidential,47.63465,1,3.64,640.71,175918,Mixed Use Property,2008,LAKE UNION,-122.32592,3,Office,75
NonResidential,47.63549,1,0.72,47.94,66462,Other,1952,MAGNOLIA / QUEEN ANNE,-122.34103,3,Other,75
NonResidential,47.63567,1,0.52,17.87,34110,Small- and Mid-Sized Office,1960,LAKE UNION,-122.32522,2,Office,31
NonResidential,47.63575,1,3.28,101.21,30840,Small- and Mid-Sized Office,1965,MAGNOLIA / QUEEN ANNE,-122.33895,4,Office,30
NonResidential,47.63614,1,0.25,5.86,23355,Small- and Mid-Sized Office,1949,LAKE UNION,-122.33982,3,Office,77
NonResidential,47.63616,1,0.76,41.22,54465,Small- and Mid-Sized Office,1964,LAKE UNION,-122.32718,5,Office,68
NonResidential,47.63634,1,0.35,33.18,94470,Self-Storage Facility,1956,MAGNOLIA / QUEEN ANNE,-122.3754,3,Self-Storage Facility,75
NonResidential,47.63644,1,4.15,95.38,22960,Other,1961,MAGNOLIA / QUEEN ANNE,-122.34218,3,Other - Entertainment/Public Assembly,75
NonResidential,47.63651,1,2.12,49.79,23513,Residence Hall,1981,MAGNOLIA / QUEEN ANNE,-122.34418,4,Residence Hall/Dormitory,75
NonResidential,47.6367,1,0.44,22.46,50499,Small- and Mid-Sized Office,2000,LAKE UNION,-122.3285,3,Office,13
NonResidential,47.63718,1,0,0,57176,Supermarket / Grocery Store,2008,MAGNOLIA / QUEEN ANNE,-122.37734,1,Supermarket/Grocery Store,31
NonResidential,47.63734,1,6.66,226.81,34072,Restaurant,1962,LAKE UNION,-122.33988,2,Restaurant,75
NonResidential,47.63776,1,9.85,247.85,25159,Supermarket / Grocery Store,1962,MAGNOLIA / QUEEN ANNE,-122.35606,1,Supermarket/Grocery Store,38
NonResidential,47.63927,1,1.4,31.6,22612,Worship Facility,1947,MAGNOLIA / QUEEN ANNE,-122.4032,2,Worship Facility,87
NonResidential,47.63965,1,1.33,101.41,76086,Other,1973,MAGNOLIA / QUEEN ANNE,-122.3783,1,Other,75
NonResidential,47.63981,1,0.63,15.11,23910,Small- and Mid-Sized Office,1927,MAGNOLIA / QUEEN ANNE,-122.39907,3,Office,75
NonResidential,47.63985,1,1.51,38.59,25481,Small- and Mid-Sized Office,1960,MAGNOLIA / QUEEN ANNE,-122.36712,2,Office,92
NonResidential,47.63995,1,0.18,4.65,25912,Small- and Mid-Sized Office,1969,LAKE UNION,-122.32557,3,Office,75
NonResidential,47.64,1,2.34,47.08,20140,Worship Facility,1965,MAGNOLIA / QUEEN ANNE,-122.39743,1,Worship Facility,35
NonResidential,47.64033,1,5.39,167.98,31191,Other,1927,EAST,-122.29135,3,Other - Recreation,75
NonResidential,47.64037,1,0.4,33.85,85385,Small- and Mid-Sized Office,1978,LAKE UNION,-122.32626,4,Office,75
NonResidential,47.6404,1,0.31,17.57,57432,Small- and Mid-Sized Office,1986,LAKE UNION,-122.32553,4,Office,75
NonResidential,47.64113,1,0.24,13.91,57132,Small- and Mid-Sized Office,2000,LAKE UNION,-122.32625,3,Office,73
NonResidential,47.64132,1,0.91,77.76,85750,Other,1999,EAST,-122.31644,2,Parking,75
NonResidential,47.64132,1,1.68,73.26,43594,K-12 School,1968,EAST,-122.31644,5,K-12 School,38
NonResidential,47.64168,1,0.22,11.17,50333,Small- and Mid-Sized Office,1959,LAKE UNION,-122.32562,4,Office,88
NonResidential,47.64243,1,0.12,2.52,21183,Small- and Mid-Sized Office,1957,LAKE UNION,-122.32618,2,Office,99
NonResidential,47.64306,1,1.7,50.05,29498,Warehouse,1968,MAGNOLIA / QUEEN ANNE,-122.34219,2,Non-Refrigerated Warehouse,75
NonResidential,47.64344,1,1.27,61.98,48660,K-12 School,2007,MAGNOLIA / QUEEN ANNE,-122.3509,4,K-12 School,82
NonResidential,47.6441,1,3.88,180.38,46539,Senior Care Community,1970,MAGNOLIA / QUEEN ANNE,-122.34795,2,Senior Care Community,73
NonResidential,47.64418,1,0.01,0.4,39952,Self-Storage Facility,1915,MAGNOLIA / QUEEN ANNE,-122.37587,3,Self-Storage Facility,75
NonResidential,47.64428,1,0.21,6.18,29392,Small- and Mid-Sized Office,1961,LAKE UNION,-122.32627,3,Office,91
NonResidential,47.64455,1,0.02,0.68,30989,Self-Storage Facility,1980,MAGNOLIA / QUEEN ANNE,-122.37581,3,Self-Storage Facility,75
NonResidential,47.64633,1,0.42,11.85,28309,Self-Storage Facility,1918,MAGNOLIA / QUEEN ANNE,-122.3508,2,Self-Storage Facility,75
NonResidential,47.6465,1,0.24,32.8,137738,Large Office,1985,LAKE UNION,-122.3252,5,Office,62
NonResidential,47.64676,1,0.02,3.25,130293,Self-Storage Facility,1988,MAGNOLIA / QUEEN ANNE,-122.37581,4,Self-Storage Facility,75
NonResidential,47.64725,1,2.11,43.97,20811,K-12 School,1953,MAGNOLIA / QUEEN ANNE,-122.39977,1,K-12 School,95
NonResidential,47.64725,1,2.15,68.39,31805,Worship Facility,1953,MAGNOLIA / QUEEN ANNE,-122.39977,2,Worship Facility,10
NonResidential,47.64747,1,0.46,22.09,48350,Small- and Mid-Sized Office,2008,LAKE UNION,-122.34086,4,NULL,45
NonResidential,47.64748,1,0.61,48.13,78716,Warehouse,1979,LAKE UNION,-122.33435,2,Non-Refrigerated Warehouse,38
NonResidential,47.64776,1,3.62,374.92,103697,Large Office,2001,LAKE UNION,-122.33924,3,Office,7
NonResidential,47.64779,1,0.43,11.4,26263,Small- and Mid-Sized Office,1993,LAKE UNION,-122.33352,1,Office,64
NonResidential,47.64793,1,0.14,3.25,23050,Warehouse,1938,LAKE UNION,-122.34358,1,Non-Refrigerated Warehouse,27
NonResidential,47.64805,1,0.23,5.41,23600,Small- and Mid-Sized Office,1981,MAGNOLIA / QUEEN ANNE,-122.35534,2,Office,82
NonResidential,47.64822,1,0.34,94.47,280957,Large Office,1999,LAKE UNION,-122.34848,3,Office,96
NonResidential,47.6483,1,0.19,5.02,26694,Small- and Mid-Sized Office,1981,LAKE UNION,-122.33438,3,Office,92
NonResidential,47.64834,1,0.24,20.08,84116,Small- and Mid-Sized Office,2012,LAKE UNION,-122.33188,2,Office,68
NonResidential,47.64849,1,0.39,37.74,96041,Small- and Mid-Sized Office,2001,LAKE UNION,-122.35041,3,Office,70
NonResidential,47.64859,1,0.28,25.6,93079,Low-Rise Multifamily,2000,LAKE UNION,-122.33311,3,Multifamily Housing,32
NonResidential,47.64865,1,0.28,19.39,70296,Small- and Mid-Sized Office,1980,MAGNOLIA / QUEEN ANNE,-122.35435,3,Office,86
NonResidential,47.64866,1,0.55,11.27,20500,Small- and Mid-Sized Office,1900,LAKE UNION,-122.34509,2,Office,48
NonResidential,47.64868,1,0.35,72.26,206126,Large Office,2013,LAKE UNION,-122.34254,5,Office,98
NonResidential,47.64882,1,0.35,85.01,243334,Large Office,1999,LAKE UNION,-122.34905,4,Office,89
NonResidential,47.64901,1,0.33,11.29,34106,Small- and Mid-Sized Office,1980,MAGNOLIA / QUEEN ANNE,-122.35516,3,Office,57
NonResidential,47.64904,1,0.89,28.09,31417,Small- and Mid-Sized Office,1985,LAKE UNION,-122.34609,3,Office,94
NonResidential,47.64905,1,1.33,82.34,62000,Worship Facility,1949,MAGNOLIA / QUEEN ANNE,-122.36055,3,Worship Facility,81
NonResidential,47.64909,1,9.19,237.54,25842,Supermarket / Grocery Store,1961,MAGNOLIA / QUEEN ANNE,-122.37788,1,Supermarket/Grocery Store,35
NonResidential,47.64912,1,0.31,61.86,202623,Large Office,2008,LAKE UNION,-122.34823,4,Office,73
NonResidential,47.64913,1,0.72,28.28,39497,Warehouse,1955,MAGNOLIA / QUEEN ANNE,-122.37929,2,Non-Refrigerated Warehouse,9
NonResidential,47.64932,1,0.5,38.21,77174,Small- and Mid-Sized Office,2000,LAKE UNION,-122.35187,2,Office,33
NonResidential,47.64934,1,0.47,16.13,34545,Small- and Mid-Sized Office,1980,MAGNOLIA / QUEEN ANNE,-122.35592,3,Office,29
NonResidential,47.64942,1,0.29,80.32,280252,Other,2001,LAKE UNION,-122.35024,3,Parking,75
NonResidential,47.64963,1,0.3,27.17,90000,Small- and Mid-Sized Office,2000,LAKE UNION,-122.35158,4,Office,84
NonResidential,47.64965,1,1.8,60.88,33840,Warehouse,1927,LAKE UNION,-122.34913,2,Non-Refrigerated Warehouse,75
NonResidential,47.64975,1,0.72,38.12,53103,Other,1996,LAKE UNION,-122.35289,3,Other,75
NonResidential,47.64976,1,0.28,7.49,26419,Small- and Mid-Sized Office,1989,MAGNOLIA / QUEEN ANNE,-122.35684,3,Office,67
NonResidential,47.64976,1,0.4,16.06,40067,Small- and Mid-Sized Office,1986,MAGNOLIA / QUEEN ANNE,-122.35684,3,Office,43
NonResidential,47.64976,1,0.94,23.85,25262,Small- and Mid-Sized Office,1979,MAGNOLIA / QUEEN ANNE,-122.35684,3,Office,54
NonResidential,47.65014,1,1.87,39.5,21118,Residence Hall,1988,LAKE UNION,-122.34424,3,Residence Hall/Dormitory,49
NonResidential,47.65018,1,0.32,8.42,26389,Small- and Mid-Sized Office,1992,MAGNOLIA / QUEEN ANNE,-122.37787,3,Office,75
NonResidential,47.65019,1,0.31,8.47,27480,Retail Store,1906,LAKE UNION,-122.35013,3,Retail Store,88
NonResidential,47.65019,1,4.8,588.25,122679,University,1959,MAGNOLIA / QUEEN ANNE,-122.36173,2,College/University,75
NonResidential,47.6502,5,2.63,110.17,41827,Mixed Use Property,2001,LAKE UNION,-122.34959,3,Multifamily Housing,75
NonResidential,47.65022,1,0.04,0.81,20140,Warehouse,1957,LAKE UNION,-122.34174,2,Non-Refrigerated Warehouse,49
NonResidential,47.65061,1,0.65,30.32,46958,Mixed Use Property,1947,LAKE UNION,-122.35159,1,Office,95
NonResidential,47.65068,1,0.93,129.39,139600,Residence Hall,2001,MAGNOLIA / QUEEN ANNE,-122.36331,4,Residence Hall/Dormitory,89
NonResidential,47.65086,1,0.28,34.9,124071,Large Office,1988,LAKE UNION,-122.35412,3,Office,73
NonResidential,47.65097,1,0.13,9.63,75397,Warehouse,1991,LAKE UNION,-122.34227,3,Non-Refrigerated Warehouse,91
NonResidential,47.65103,1,1.21,59.24,48924,Small- and Mid-Sized Office,1989,LAKE UNION,-122.35541,3,Office,71
NonResidential,47.65114,1,0.27,9,33740,Small- and Mid-Sized Office,2001,LAKE UNION,-122.34954,5,Office,79
NonResidential,47.65115,1,2.05,42.04,20516,Retail Store,1911,LAKE UNION,-122.35024,2,Retail Store,98
NonResidential,47.65118,1,0.74,42.87,57644,Mixed Use Property,1960,MAGNOLIA / QUEEN ANNE,-122.37875,2,Office,75
NonResidential,47.65138,1,2.39,73.52,30730,Other,1969,LAKE UNION,-122.35565,1,Other,75
NonResidential,47.65147,1,1.98,104.26,52611,University,1980,MAGNOLIA / QUEEN ANNE,-122.36122,2,College/University,75
NonResidential,47.65176,1,0.64,62.41,97040,Residence Hall,2011,NORTHEAST,-122.30756,0,Residence Hall/Dormitory,69
NonResidential,47.65178,1,0.36,14.49,39926,Small- and Mid-Sized Office,2006,LAKE UNION,-122.351,4,Office,75
NonResidential,47.65186,1,0.42,9.46,22388,Small- and Mid-Sized Office,1981,LAKE UNION,-122.35531,2,Office,75
NonResidential,47.65205,1,0.9,18.16,20233,Mixed Use Property,1998,NORTHEAST,-122.3218,1,Office,75
NonResidential,47.65214,1,2.51,66.53,26532,Distribution Center,1984,LAKE UNION,-122.356,1,Distribution Center,5
NonResidential,47.65223,1,5.95,255.97,43025,Laboratory,1985,MAGNOLIA / QUEEN ANNE,-122.36147,2,Laboratory,75
NonResidential,47.65231,1,1.49,61.68,41293,University,1940,LAKE UNION,-122.34217,2,College/University,75
NonResidential,47.65252,1,0.58,14.9,25859,Small- and Mid-Sized Office,1982,MAGNOLIA / QUEEN ANNE,-122.37587,3,Office,88
NonResidential,47.65297,1,0.52,18.34,35600,Small- and Mid-Sized Office,1986,LAKE UNION,-122.35839,2,Office,47
NonResidential,47.65356,1,0.98,199.48,203030,University,1998,NORTHEAST,-122.30613,6,College/University,75
NonResidential,47.65373,1,0.34,15.25,44510,Small- and Mid-Sized Office,2007,LAKE UNION,-122.32721,3,Office,23
NonResidential,47.65395,1,0.44,25.93,58779,University,1969,NORTHEAST,-122.30584,4,College/University,75
NonResidential,47.65429,1,0.17,6.76,40028,Warehouse,1938,LAKE UNION,-122.32618,1,Non-Refrigerated Warehouse,80
NonResidential,47.65447,1,0.54,48.53,89392,Residence Hall,1970,NORTHEAST,-122.31733,0,Residence Hall/Dormitory,16
NonResidential,47.65476,1,1.03,131.02,126823,Hotel,2014,LAKE UNION,-122.34732,4,Hotel,72
NonResidential,47.65504,1,0.23,4.58,20022,Small- and Mid-Sized Office,1961,MAGNOLIA / QUEEN ANNE,-122.37402,2,Office,80
NonResidential,47.65529,1,4.95,710.7,143439,Other,2006,NORTHEAST,-122.32133,6,Other,75
NonResidential,47.65532,1,2.49,93.55,37600,Mixed Use Property,1961,MAGNOLIA / QUEEN ANNE,-122.37133,2,Non-Refrigerated Warehouse,75
NonResidential,47.65563,1,0.41,14.81,36498,Distribution Center,1960,MAGNOLIA / QUEEN ANNE,-122.37194,2,Distribution Center,89
NonResidential,47.65564,1,1.89,38.71,20535,Small- and Mid-Sized Office,1988,BALLARD,-122.36191,2,Office,7
NonResidential,47.65567,1,0.24,25.58,106041,Warehouse,1997,MAGNOLIA / QUEEN ANNE,-122.37478,4,Non-Refrigerated Warehouse,94
NonResidential,47.6557,1,0.17,3.73,21436,Small- and Mid-Sized Office,1958,LAKE UNION,-122.34682,2,Office,95
NonResidential,47.65576,1,3.81,77.84,20410,Small- and Mid-Sized Office,1995,LAKE UNION,-122.34208,3,Office,8
NonResidential,47.65577,1,2.62,437.2,166991,Residence Hall,1953,NORTHEAST,-122.3153,0,Residence Hall/Dormitory,19
NonResidential,47.65599,1,1,191.97,192259,Residence Hall,2012,NORTHEAST,-122.31385,7,Residence Hall/Dormitory,72
NonResidential,47.65642,1,1.28,175.46,136758,Residence Hall,2012,NORTHEAST,-122.31475,5,Residence Hall/Dormitory,90
NonResidential,47.65649,1,0.13,6.16,46970,Warehouse,1948,MAGNOLIA / QUEEN ANNE,-122.37507,1,Non-Refrigerated Warehouse,75
NonResidential,47.65649,1,0.29,12.24,41707,Small- and Mid-Sized Office,1983,MAGNOLIA / QUEEN ANNE,-122.38383,4,Office,78
NonResidential,47.65674,1,0.88,33.8,38255,Warehouse,1957,MAGNOLIA / QUEEN ANNE,-122.37223,1,Non-Refrigerated Warehouse,12
NonResidential,47.65692,1,3.4,357.86,105100,Large Office,1978,MAGNOLIA / QUEEN ANNE,-122.37059,1,Office,1
NonResidential,47.65708,1,0.22,8.97,40571,Small- and Mid-Sized Office,1983,MAGNOLIA / QUEEN ANNE,-122.38383,4,Office,64
NonResidential,47.65711,1,3.13,89.57,28572,Residence Hall,1993,NORTHEAST,-122.31409,3,Residence Hall/Dormitory,16
NonResidential,47.65718,1,0.59,103.65,176225,Residence Hall,2011,NORTHEAST,-122.31632,0,Residence Hall/Dormitory,91
NonResidential,47.65729,1,1.24,35.4,28586,Other,1962,NORTHEAST,-122.31937,2,Other,75
NonResidential,47.65742,1,0.67,26.11,38784,Mixed Use Property,2007,BALLARD,-122.36736,2,Non-Refrigerated Warehouse,75
NonResidential,47.65772,2,3.82,191.2,50017,Hotel,1962,NORTHEAST,-122.31756,4,Hotel,53
NonResidential,47.65791,1,0.66,18.54,28080,Distribution Center,1912,LAKE UNION,-122.34274,1,Distribution Center,75
NonResidential,47.65801,1,0.21,6.3,30172,Small- and Mid-Sized Office,1994,MAGNOLIA / QUEEN ANNE,-122.3839,4,Office,82
NonResidential,47.65804,1,0.22,6.35,28844,Small- and Mid-Sized Office,1999,BALLARD,-122.36537,4,Office,75
NonResidential,47.6582,1,0.17,14.49,87332,Warehouse,2004,BALLARD,-122.36434,4,Non-Refrigerated Warehouse,87
NonResidential,47.65821,1,2.43,477.87,196749,Medical Office,1988,NORTHEAST,-122.31831,4,Medical Office,5
NonResidential,47.65825,1,1.34,70.47,52500,Warehouse,1973,BALLARD,-122.3683,1,Non-Refrigerated Warehouse,2
NonResidential,47.6583,3,0.61,34.87,57310,Distribution Center,1951,BALLARD,-122.36638,1,Distribution Center,75
NonResidential,47.65843,1,3.32,67.45,20294,Other,1957,MAGNOLIA / QUEEN ANNE,-122.38435,2,Other,75
NonResidential,47.6586,1,0.65,79.39,122400,Mixed Use Property,2009,NORTHEAST,-122.3124,6,Office,63
NonResidential,47.65881,1,0.23,5.07,22365,Small- and Mid-Sized Office,1979,MAGNOLIA / QUEEN ANNE,-122.38382,4,Office,71
NonResidential,47.65884,1,0.41,77.99,191276,Medical Office,1994,NORTHEAST,-122.3183,4,Medical Office,21
NonResidential,47.65907,1,1.15,31.61,27553,Warehouse,1950,BALLARD,-122.36783,1,Non-Refrigerated Warehouse,63
NonResidential,47.6592,1,1.54,86.9,56259,Warehouse,1974,MAGNOLIA / QUEEN ANNE,-122.38437,3,Non-Refrigerated Warehouse,75
NonResidential,47.65926,1,2.47,118.37,47992,Worship Facility,1926,NORTHEAST,-122.31241,2,Worship Facility,17
NonResidential,47.65959,1,1.02,90.01,88592,Hotel,2001,NORTHEAST,-122.31755,6,Hotel,84
NonResidential,47.65999,1,0.22,49.12,220649,Large Office,2002,NORTHEAST,-122.31741,5,Office,93
NonResidential,47.66006,1,0.2,5.94,30152,Small- and Mid-Sized Office,2007,MAGNOLIA / QUEEN ANNE,-122.38631,4,Office,96
NonResidential,47.66023,1,0.24,4.99,20571,Hotel,1930,NORTHEAST,-122.31581,3,Hotel,72
NonResidential,47.66024,1,1,89.47,89200,Retail Store,1978,NORTHEAST,-122.31278,2,Retail Store,83
NonResidential,47.66033,1,0.17,5.67,32960,Retail Store,1900,NORTHEAST,-122.31348,3,Retail Store,71
NonResidential,47.66057,1,1.98,326.18,164437,Retail Store,1999,BALLARD,-122.36857,1,Retail Store,62
NonResidential,47.6606,1,5.82,209.41,36000,Other,1969,NORTHEAST,-122.31512,5,Data Center,96
NonResidential,47.66065,1,0.23,30.86,135051,Large Office,2002,NORTHEAST,-122.31689,6,Office,88
NonResidential,47.66072,1,0.42,198.34,474546,Large Office,1971,NORTHEAST,-122.31466,23,Office,77
NonResidential,47.66097,1,0.16,4.8,29636,Other,1921,NORTHEAST,-122.3139,3,Other - Entertainment/Public Assembly,75
NonResidential,47.66097,1,0.45,20.66,46059,Retail Store,1930,NORTHEAST,-122.3192,1,Retail Store,82
NonResidential,47.661,1,1.2,119.03,99005,Small- and Mid-Sized Office,1961,NORTHEAST,-122.31626,5,Office,70
NonResidential,47.66106,1,0.22,9.03,41784,Small- and Mid-Sized Office,2008,MAGNOLIA / QUEEN ANNE,-122.38576,4,Office,89
NonResidential,47.66113,1,1.21,64,53002,Mixed Use Property,1904,LAKE UNION,-122.33572,2,Retail Store,75
NonResidential,47.66116,1,0.59,18.87,31774,Small- and Mid-Sized Office,1916,LAKE UNION,-122.34172,3,Office,85
NonResidential,47.66117,1,0.51,16.07,31686,Small- and Mid-Sized Office,1997,LAKE UNION,-122.3391,3,Office,35
NonResidential,47.66126,1,0.07,1.55,23169,Other,1965,MAGNOLIA / QUEEN ANNE,-122.38751,1,Manufacturing/Industrial Plant,75
NonResidential,47.66144,1,0.17,4.38,25532,Mixed Use Property,2014,MAGNOLIA / QUEEN ANNE,-122.38723,2,Office,75
NonResidential,47.66148,1,0.43,11.02,25767,Other,1912,NORTHEAST,-122.31279,2,Bank Branch,22
NonResidential,47.66151,1,4.39,469.57,106860,Hotel,1931,NORTHEAST,-122.31457,16,Hotel,49
NonResidential,47.66158,1,0.65,59.75,91706,Small- and Mid-Sized Office,2001,NORTHEAST,-122.31625,6,Office,2
NonResidential,47.66159,1,3.08,64.51,20960,Residence Hall,1930,NORTHEAST,-122.30441,3,Residence Hall/Dormitory,75
NonResidential,47.66159,2,0.53,19.69,36932,Medical Office,1987,NORTHEAST,-122.28606,4,Medical Office,75
NonResidential,47.6616,1,0.23,8.09,34948,Mixed Use Property,1976,NORTHEAST,-122.31393,2,Bank Branch,17
NonResidential,47.66161,1,0.31,11.08,35946,Distribution Center,1968,MAGNOLIA / QUEEN ANNE,-122.39075,1,Distribution Center,75
NonResidential,47.66164,1,2.27,53.65,23616,Residence Hall,1926,NORTHEAST,-122.30874,4,Residence Hall/Dormitory,55
NonResidential,47.66169,1,0.28,12.89,45264,Medical Office,1984,NORTHEAST,-122.28558,4,Medical Office,4
NonResidential,47.6617,1,0.2,4.45,22124,Residence Hall,1929,NORTHEAST,-122.31007,3,Residence Hall/Dormitory,82
NonResidential,47.66172,1,0.04,3.93,110356,Self-Storage Facility,1955,NORTHEAST,-122.29598,2,Self-Storage Facility,75
NonResidential,47.66181,1,1.13,128.73,113944,Large Office,1960,NORTHEAST,-122.31231,3,Office,1
NonResidential,47.66182,1,1.49,84.57,56772,Worship Facility,1952,NORTHEAST,-122.31113,2,Worship Facility,46
NonResidential,47.66183,1,1.4,53.73,38378,Medical Office,1967,NORTHEAST,-122.29264,3,Medical Office,86
NonResidential,47.66185,1,7.87,226.73,28808,Supermarket / Grocery Store,1957,LAKE UNION,-122.33594,1,Supermarket/Grocery Store,29
NonResidential,47.66188,1,1.13,38.21,33910,Retail Store,1953,NORTHEAST,-122.31279,4,Retail Store,75
NonResidential,47.66192,1,2.06,42.71,20686,Other,1924,NORTHEAST,-122.30998,3,Other - Lodging/Residential,75
NonResidential,47.66201,1,5.42,1789.69,330000,Hospital,2013,NORTHEAST,-122.28386,8,Hospital (General Medical & Surgical),58
NonResidential,47.66205,1,6.84,225.67,33005,Supermarket / Grocery Store,1975,NORTHEAST,-122.29545,1,Supermarket/Grocery Store,21
NonResidential,47.66206,1,0.66,37.49,56884,Warehouse,1960,MAGNOLIA / QUEEN ANNE,-122.38948,1,Non-Refrigerated Warehouse,71
NonResidential,47.66231,6,9.27,8145.52,879000,Hospital,1953,NORTHEAST,-122.28146,10,Hospital (General Medical & Surgical),10
NonResidential,47.66233,1,1.28,413.35,322869,Other,2008,BALLARD,-122.3748,5,Parking,75
NonResidential,47.66238,1,0.21,6.96,33448,Residence Hall,1976,NORTHEAST,-122.30801,3,Residence Hall/Dormitory,78
NonResidential,47.66238,1,1.34,34.26,25600,Warehouse,1974,MAGNOLIA / QUEEN ANNE,-122.38831,1,Non-Refrigerated Warehouse,1
NonResidential,47.66246,1,0.59,29.54,49965,Retail Store,2003,NORTHEAST,-122.29898,2,Retail Store,82
NonResidential,47.66246,1,0.75,47.66,63153,Retail Store,1997,NORTHEAST,-122.29898,1,Retail Store,75
NonResidential,47.66246,1,1.17,63.61,54284,Retail Store,1956,NORTHEAST,-122.29898,2,Retail Store,18
NonResidential,47.66246,1,1.18,110.41,93803,Retail Store,1956,NORTHEAST,-122.29898,2,Retail Store,75
NonResidential,47.66246,1,1.2,47.12,39265,Retail Store,1956,NORTHEAST,-122.29898,2,Retail Store,75
NonResidential,47.66246,1,1.21,28.41,23409,Retail Store,1956,NORTHEAST,-122.29898,1,Retail Store,67
NonResidential,47.66246,1,1.24,27.41,22135,Mixed Use Property,1945,NORTHEAST,-122.29342,2,Medical Office,75
NonResidential,47.66246,1,2.65,809.76,305025,Other,2013,NORTHEAST,-122.29898,6,Lifestyle Center,75
NonResidential,47.66246,1,5.96,154.17,25862,Retail Store,1956,NORTHEAST,-122.29898,2,Retail Store,20
NonResidential,47.6626,1,1.46,149.93,103000,Worship Facility,1952,NORTHEAST,-122.31164,3,Worship Facility,42
NonResidential,47.66272,1,1.2,39.4,32928,Mixed Use Property,1999,NORTHEAST,-122.31798,2,Parking,9
NonResidential,47.66281,1,2.09,60.83,29084,Residence Hall,1950,NORTHEAST,-122.30819,3,Residence Hall/Dormitory,66
NonResidential,47.66282,1,0.2,4.22,21499,Residence Hall,1921,NORTHEAST,-122.305,3,Residence Hall/Dormitory,85
NonResidential,47.66289,1,2.4,65.95,27487,Residence Hall,1926,NORTHEAST,-122.30863,3,Residence Hall/Dormitory,82
NonResidential,47.66294,1,1.48,49.73,33576,Warehouse,1980,NORTHEAST,-122.29521,2,Non-Refrigerated Warehouse,64
NonResidential,47.66295,1,1.45,38.18,26373,Worship Facility,1938,NORTHEAST,-122.31494,3,Worship Facility,75
NonResidential,47.66312,1,3.63,203.21,55974,Senior Care Community,1961,NORTHWEST,-122.35311,2,Senior Care Community,98
NonResidential,47.66318,1,0.57,13.29,23500,Retail Store,1996,BALLARD,-122.37283,1,Retail Store,53
NonResidential,47.66327,1,0.72,29.24,40445,Worship Facility,1975,BALLARD,-122.37439,1,Worship Facility,92
NonResidential,47.6633,1,0.36,33.58,92092,Small- and Mid-Sized Office,2001,BALLARD,-122.37549,4,Office,5
NonResidential,47.66345,1,0.27,7.67,27966,Small- and Mid-Sized Office,1957,NORTHEAST,-122.3134,1,Office,58
NonResidential,47.66351,1,0.72,17.39,24000,Self-Storage Facility,1902,BALLARD,-122.37961,2,Self-Storage Facility,75
NonResidential,47.66353,1,0.04,1.68,42500,Warehouse,1927,BALLARD,-122.38064,4,Non-Refrigerated Warehouse,100
NonResidential,47.66353,1,0.29,5.97,20296,Self-Storage Facility,1959,NORTHEAST,-122.29505,2,Self-Storage Facility,75
NonResidential,47.66355,2,1.93,46.57,24100,Hotel,1961,NORTHEAST,-122.30123,2,Hotel,91
NonResidential,47.66368,1,1.6,156.45,97500,K-12 School,1924,NORTHEAST,-122.27324,3,K-12 School,97
NonResidential,47.66386,1,0.52,11.32,21600,Other,1924,NORTHEAST,-122.31715,2,Other - Services,75
NonResidential,47.66388,1,0.03,1.12,36444,Warehouse,1960,BALLARD,-122.36831,1,Non-Refrigerated Warehouse,80
NonResidential,47.66389,1,1.25,38.86,31140,Mixed Use Property,1910,BALLARD,-122.37307,2,Other,75
NonResidential,47.66389,1,2.08,69.2,33300,K-12 School,1910,LAKE UNION,-122.33692,2,K-12 School,92
NonResidential,47.6641,1,1.81,157.77,87262,Small- and Mid-Sized Office,1906,LAKE UNION,-122.33118,3,Office,75
NonResidential,47.66411,1,0.13,5.24,39840,Warehouse,1980,BALLARD,-122.37185,1,Non-Refrigerated Warehouse,2
NonResidential,47.66414,1,0.29,9.76,33648,Other,2014,NORTHEAST,-122.31664,3,Parking,75
NonResidential,47.66429,1,5.96,156.18,26226,Supermarket / Grocery Store,1950,NORTHEAST,-122.31389,1,Supermarket/Grocery Store,37
NonResidential,47.66431,1,0.75,16.67,22282,Small- and Mid-Sized Office,1966,BALLARD,-122.37988,1,Office,93
NonResidential,47.6644,1,1.89,78.22,41478,Warehouse,1975,BALLARD,-122.37246,3,Non-Refrigerated Warehouse,3
